datetime,symbol,open,high,low,close,volume
2020-06-24 15:15:00,NSE:NIFTY,10302.25,10320.05,10289.2,10320.05,0.0
2020-06-25 09:15:00,NSE:NIFTY,10210.25,10356.05,10194.5,10334.6,0.0
2020-06-25 11:15:00,NSE:NIFTY,10334.25,10349.4,10204.55,10244.7,0.0
2020-06-25 13:15:00,NSE:NIFTY,10244.65,10361.8,10219.65,10284.8,0.0
2020-06-25 15:15:00,NSE:NIFTY,10284.6,10290.7,10269.25,10284.35,0.0
2020-06-26 09:15:00,NSE:NIFTY,10379.25,10407.75,10318.05,10370.35,0.0
2020-06-26 11:15:00,NSE:NIFTY,10369.85,10388.05,10324.35,10350.35,0.0
2020-06-26 13:15:00,NSE:NIFTY,10350.4,10390.4,10311.25,10378.85,0.0
2020-06-26 15:15:00,NSE:NIFTY,10379.3,10409.85,10378.8,10400.85,0.0
2020-06-29 09:15:00,NSE:NIFTY,10319.7,10325.9,10230.85,10255.95,0.0
2020-06-29 11:15:00,NSE:NIFTY,10255.9,10313.25,10223.6,10277.8,0.0
2020-06-29 13:15:00,NSE:NIFTY,10278.45,10326.95,10248.65,10326.3,0.0
2020-06-29 15:15:00,NSE:NIFTY,10326.05,10337.95,10312.6,10315.1,0.0
2020-06-30 09:15:00,NSE:NIFTY,10383.65,10401.05,10347.15,10368.7,0.0
2020-06-30 11:15:00,NSE:NIFTY,10368.5,10378.85,10333.85,10368.45,0.0
2020-06-30 13:15:00,NSE:NIFTY,10368.3,10385.2,10267.35,10301.65,0.0
2020-06-30 15:15:00,NSE:NIFTY,10301.85,10312.85,10292.3,10307.55,0.0
2020-07-01 09:15:00,NSE:NIFTY,10316.4,10363.4,10299.6,10336.6,0.0
2020-07-01 11:15:00,NSE:NIFTY,10336.95,10434.35,10329.8,10421.4,0.0
2020-07-01 13:15:00,NSE:NIFTY,10422.05,10447.05,10398.15,10436.4,0.0
2020-07-01 15:15:00,NSE:NIFTY,10437.5,10437.5,10413.0,10419.45,0.0
2020-07-02 09:15:00,NSE:NIFTY,10493.45,10545.3,10485.55,10505.5,0.0
2020-07-02 11:15:00,NSE:NIFTY,10505.1,10574.15,10491.15,10560.95,0.0
2020-07-02 13:15:00,NSE:NIFTY,10561.4,10598.2,10543.65,10546.1,0.0
2020-07-02 15:15:00,NSE:NIFTY,10546.55,10564.95,10539.6,10563.6,0.0
2020-07-03 09:15:00,NSE:NIFTY,10615.0,10628.55,10564.9,10589.5,0.0
2020-07-03 11:15:00,NSE:NIFTY,10588.95,10631.3,10581.7,10588.65,0.0
2020-07-03 13:15:00,NSE:NIFTY,10588.5,10612.5,10562.65,10606.85,0.0
2020-07-03 15:15:00,NSE:NIFTY,10606.75,10620.75,10600.45,10602.7,0.0
2020-07-06 09:15:00,NSE:NIFTY,10725.35,10753.85,10695.1,10749.0,0.0
2020-07-06 11:15:00,NSE:NIFTY,10748.95,10800.4,10745.4,10795.05,0.0
2020-07-06 13:15:00,NSE:NIFTY,10794.9,10811.4,10748.55,10767.05,0.0
2020-07-06 15:15:00,NSE:NIFTY,10765.9,10779.5,10756.55,10770.05,0.0
2020-07-07 09:15:00,NSE:NIFTY,10803.6,10803.6,10726.0,10733.5,0.0
2020-07-07 11:15:00,NSE:NIFTY,10733.45,10775.95,10689.7,10767.75,0.0
2020-07-07 13:15:00,NSE:NIFTY,10766.7,10813.8,10741.55,10796.9,0.0
2020-07-07 15:15:00,NSE:NIFTY,10797.3,10806.3,10780.7,10787.5,0.0
2020-07-08 09:15:00,NSE:NIFTY,10819.45,10847.85,10784.6,10795.25,0.0
2020-07-08 11:15:00,NSE:NIFTY,10795.3,10818.9,10766.5,10807.9,0.0
2020-07-08 13:15:00,NSE:NIFTY,10808.2,10833.5,10707.2,10708.9,0.0
2020-07-08 15:15:00,NSE:NIFTY,10708.85,10709.3,10676.55,10696.15,0.0
2020-07-09 09:15:00,NSE:NIFTY,10744.7,10792.1,10733.0,10776.25,0.0
2020-07-09 11:15:00,NSE:NIFTY,10776.5,10802.05,10755.6,10765.85,0.0
2020-07-09 13:15:00,NSE:NIFTY,10765.25,10825.8,10765.1,10811.45,0.0
2020-07-09 15:15:00,NSE:NIFTY,10811.25,10836.85,10809.85,10833.45,0.0
2020-07-10 09:15:00,NSE:NIFTY,10775.45,10819.4,10747.85,10752.0,0.0
2020-07-10 11:15:00,NSE:NIFTY,10752.05,10775.75,10713.0,10756.9,0.0
2020-07-10 13:15:00,NSE:NIFTY,10756.7,10796.0,10736.35,10761.9,0.0
2020-07-10 15:15:00,NSE:NIFTY,10761.1,10778.6,10756.55,10771.2,0.0
2020-07-13 09:15:00,NSE:NIFTY,10856.2,10894.05,10823.95,10835.8,0.0
2020-07-13 11:15:00,NSE:NIFTY,10835.1,10852.4,10784.2,10811.55,0.0
2020-07-13 13:15:00,NSE:NIFTY,10811.25,10815.45,10756.05,10796.85,0.0
2020-07-13 15:15:00,NSE:NIFTY,10796.5,10818.3,10793.9,10815.45,0.0
