datetime,symbol,open,high,low,close,volume
2023-04-12 15:15:00,NSE:NIFTY,17812.35,17825.75,17809.2,17817.9,17956081.0
2023-04-13 09:15:00,NSE:NIFTY,17809.55,17827.85,17767.95,17799.5,54283202.0
2023-04-13 10:00:00,NSE:NIFTY,17799.75,17805.7,17783.6,17792.45,31790505.0
2023-04-13 10:45:00,NSE:NIFTY,17792.25,17792.65,17736.4,17750.55,27958767.0
2023-04-13 11:30:00,NSE:NIFTY,17749.7,17770.1,17745.15,17746.6,19146092.0
2023-04-13 12:15:00,NSE:NIFTY,17745.6,17776.15,17729.65,17776.15,23990167.0
2023-04-13 13:00:00,NSE:NIFTY,17775.7,17779.6,17744.9,17770.55,22967516.0
2023-04-13 13:45:00,NSE:NIFTY,17771.5,17805.2,17761.2,17801.7,31172822.0
2023-04-13 14:30:00,NSE:NIFTY,17801.9,17837.55,17789.55,17836.55,51915096.0
2023-04-13 15:15:00,NSE:NIFTY,17836.6,17842.15,17826.4,17828.15,22475330.0
2023-04-17 09:15:00,NSE:NIFTY,17736.2,17771.05,17581.1,17583.25,111275968.0
2023-04-17 10:00:00,NSE:NIFTY,17583.6,17649.05,17574.05,17645.6,39993515.0
2023-04-17 10:45:00,NSE:NIFTY,17645.75,17676.55,17637.3,17644.4,36719364.0
2023-04-17 11:30:00,NSE:NIFTY,17644.3,17666.95,17640.3,17657.2,26635486.0
2023-04-17 12:15:00,NSE:NIFTY,17656.7,17693.35,17654.65,17680.35,26964559.0
2023-04-17 13:00:00,NSE:NIFTY,17680.55,17683.15,17654.15,17680.9,22100891.0
2023-04-17 13:45:00,NSE:NIFTY,17680.55,17697.2,17671.5,17694.3,28368501.0
2023-04-17 14:30:00,NSE:NIFTY,17694.7,17716.9,17670.3,17711.3,41108222.0
2023-04-17 15:15:00,NSE:NIFTY,17711.65,17715.2,17699.3,17704.1,24148338.0
2023-04-18 09:15:00,NSE:NIFTY,17746.75,17755.8,17663.1,17682.75,59567145.0
2023-04-18 10:00:00,NSE:NIFTY,17682.45,17694.3,17650.5,17693.45,27495142.0
2023-04-18 10:45:00,NSE:NIFTY,17693.35,17696.35,17672.5,17686.35,25593863.0
2023-04-18 11:30:00,NSE:NIFTY,17685.8,17687.65,17659.4,17682.15,18039827.0
2023-04-18 12:15:00,NSE:NIFTY,17682.6,17706.25,17679.2,17705.95,18441068.0
2023-04-18 13:00:00,NSE:NIFTY,17705.55,17709.85,17617.3,17619.1,25150269.0
2023-04-18 13:45:00,NSE:NIFTY,17620.2,17644.8,17610.2,17642.15,27138573.0
2023-04-18 14:30:00,NSE:NIFTY,17642.65,17673.6,17626.95,17656.1,37694100.0
2023-04-18 15:15:00,NSE:NIFTY,17655.9,17663.3,17650.05,17661.55,19678977.0
2023-04-19 09:15:00,NSE:NIFTY,17659.1,17662.65,17611.8,17631.0,63467185.0
2023-04-19 10:00:00,NSE:NIFTY,17631.35,17646.7,17615.8,17634.95,35298351.0
2023-04-19 10:45:00,NSE:NIFTY,17635.05,17652.05,17631.05,17635.9,26271445.0
2023-04-19 11:30:00,NSE:NIFTY,17635.95,17663.15,17632.1,17654.25,27277251.0
2023-04-19 12:15:00,NSE:NIFTY,17654.55,17666.15,17646.6,17655.2,24307882.0
2023-04-19 13:00:00,NSE:NIFTY,17655.6,17657.0,17592.65,17594.1,18671702.0
2023-04-19 13:45:00,NSE:NIFTY,17594.75,17613.8,17579.85,17608.95,24468858.0
2023-04-19 14:30:00,NSE:NIFTY,17608.85,17632.85,17591.35,17628.6,38409888.0
2023-04-19 15:15:00,NSE:NIFTY,17628.1,17629.35,17606.45,17610.2,23136414.0
2023-04-20 09:15:00,NSE:NIFTY,17651.9,17684.45,17613.8,17644.8,47068732.0
2023-04-20 10:00:00,NSE:NIFTY,17645.35,17649.55,17590.1,17593.3,25546458.0
2023-04-20 10:45:00,NSE:NIFTY,17593.95,17625.2,17592.1,17621.5,22041264.0
2023-04-20 11:30:00,NSE:NIFTY,17621.65,17632.8,17610.95,17620.55,17433877.0
2023-04-20 12:15:00,NSE:NIFTY,17619.95,17627.95,17603.4,17611.7,15334322.0
2023-04-20 13:00:00,NSE:NIFTY,17611.45,17612.35,17586.1,17596.75,21006416.0
2023-04-20 13:45:00,NSE:NIFTY,17596.55,17613.75,17584.35,17607.75,20136986.0
2023-04-20 14:30:00,NSE:NIFTY,17608.4,17634.2,17602.45,17634.2,31295213.0
2023-04-20 15:15:00,NSE:NIFTY,17633.9,17634.4,17620.05,17623.9,15178615.0
2023-04-21 09:15:00,NSE:NIFTY,17651.4,17663.2,17606.55,17607.95,49953848.0
2023-04-21 10:00:00,NSE:NIFTY,17607.4,17620.0,17589.05,17597.55,27689503.0
2023-04-21 10:45:00,NSE:NIFTY,17597.9,17612.2,17589.7,17604.5,21063836.0
2023-04-21 11:30:00,NSE:NIFTY,17604.9,17612.9,17591.2,17595.35,17869803.0
2023-04-21 12:15:00,NSE:NIFTY,17595.45,17598.3,17574.7,17575.05,19974512.0
2023-04-21 13:00:00,NSE:NIFTY,17574.6,17602.15,17553.95,17592.2,16218443.0
2023-04-21 13:45:00,NSE:NIFTY,17593.35,17629.45,17593.05,17629.3,26193894.0
2023-04-21 14:30:00,NSE:NIFTY,17630.15,17637.55,17614.8,17632.5,34142294.0
2023-04-21 15:15:00,NSE:NIFTY,17631.55,17631.55,17611.15,17618.9,16990126.0
2023-04-24 09:15:00,NSE:NIFTY,17709.2,17709.2,17624.85,17633.65,62199216.0
2023-04-24 10:00:00,NSE:NIFTY,17634.35,17644.95,17620.05,17633.25,26500091.0
2023-04-24 10:45:00,NSE:NIFTY,17633.15,17646.95,17626.75,17627.65,23888227.0
2023-04-24 11:30:00,NSE:NIFTY,17626.85,17638.65,17612.5,17637.35,20933688.0
2023-04-24 12:15:00,NSE:NIFTY,17637.25,17679.75,17630.65,17671.05,23560047.0
2023-04-24 13:00:00,NSE:NIFTY,17671.25,17719.15,17669.6,17711.1,23647822.0
2023-04-24 13:45:00,NSE:NIFTY,17711.35,17720.8,17696.2,17714.7,26029110.0
2023-04-24 14:30:00,NSE:NIFTY,17715.0,17749.0,17701.8,17747.75,31067932.0
2023-04-24 15:15:00,NSE:NIFTY,17747.65,17754.5,17740.6,17748.0,17852034.0
2023-04-25 09:15:00,NSE:NIFTY,17765.85,17767.05,17716.85,17737.75,63305462.0
2023-04-25 10:00:00,NSE:NIFTY,17737.0,17776.05,17732.5,17772.3,34311574.0
2023-04-25 10:45:00,NSE:NIFTY,17771.7,17792.1,17757.95,17782.2,32215437.0
2023-04-25 11:30:00,NSE:NIFTY,17783.1,17789.95,17769.8,17776.9,29449599.0
2023-04-25 12:15:00,NSE:NIFTY,17777.3,17782.05,17748.9,17770.7,24648170.0
2023-04-25 13:00:00,NSE:NIFTY,17771.15,17788.3,17763.55,17787.45,22881041.0
2023-04-25 13:45:00,NSE:NIFTY,17787.1,17807.45,17753.35,17798.7,29371579.0
2023-04-25 14:30:00,NSE:NIFTY,17799.0,17803.55,17765.75,17776.45,41827961.0
2023-04-25 15:15:00,NSE:NIFTY,17776.5,17776.6,17754.15,17761.95,19377496.0
2023-04-26 09:15:00,NSE:NIFTY,17776.0,17776.0,17711.2,17738.25,54051196.0
2023-04-26 10:00:00,NSE:NIFTY,17738.55,17773.95,17734.25,17760.2,25643905.0
2023-04-26 10:45:00,NSE:NIFTY,17760.4,17782.45,17751.9,17775.75,23788676.0
2023-04-26 11:30:00,NSE:NIFTY,17775.5,17792.05,17770.75,17778.9,18566693.0
2023-04-26 12:15:00,NSE:NIFTY,17778.3,17810.25,17775.8,17785.25,19094356.0
2023-04-26 13:00:00,NSE:NIFTY,17784.95,17792.45,17767.2,17780.7,18507960.0
2023-04-26 13:45:00,NSE:NIFTY,17780.8,17800.1,17776.5,17781.15,22992733.0
2023-04-26 14:30:00,NSE:NIFTY,17781.05,17820.9,17770.35,17816.4,31847075.0
2023-04-26 15:15:00,NSE:NIFTY,17816.0,17827.75,17810.25,17817.95,18443607.0
2023-04-27 09:15:00,NSE:NIFTY,17827.5,17846.15,17797.9,17835.85,39373896.0
2023-04-27 10:00:00,NSE:NIFTY,17836.35,17850.0,17824.7,17835.5,23778041.0
2023-04-27 10:45:00,NSE:NIFTY,17834.9,17845.95,17824.55,17843.3,31749037.0
2023-04-27 11:30:00,NSE:NIFTY,17843.4,17859.0,17838.95,17848.35,19751991.0
2023-04-27 12:15:00,NSE:NIFTY,17848.15,17856.0,17836.75,17849.3,19283820.0
2023-04-27 13:00:00,NSE:NIFTY,17848.9,17883.45,17842.35,17878.25,20819189.0
2023-04-27 13:45:00,NSE:NIFTY,17877.9,17891.65,17859.5,17875.3,25552666.0
2023-04-27 14:30:00,NSE:NIFTY,17874.35,17921.1,17873.65,17920.95,37080608.0
2023-04-27 15:15:00,NSE:NIFTY,17920.2,17931.6,17914.05,17923.2,23737134.0
2023-04-28 09:15:00,NSE:NIFTY,17955.75,17957.95,17895.25,17912.75,56392350.0
2023-04-28 10:00:00,NSE:NIFTY,17912.9,17919.6,17885.3,17907.35,27836750.0
2023-04-28 10:45:00,NSE:NIFTY,17907.2,17950.8,17903.95,17943.95,28489901.0
2023-04-28 11:30:00,NSE:NIFTY,17942.1,17971.3,17937.3,17963.9,22700009.0
2023-04-28 12:15:00,NSE:NIFTY,17963.7,17977.6,17955.95,17962.1,23308105.0
2023-04-28 13:00:00,NSE:NIFTY,17961.2,17980.5,17960.6,17978.9,19060618.0
2023-04-28 13:45:00,NSE:NIFTY,17979.7,17989.7,17962.95,17973.2,21813650.0
2023-04-28 14:30:00,NSE:NIFTY,17973.25,18071.05,17973.25,18064.05,56540782.0
2023-04-28 15:15:00,NSE:NIFTY,18063.7,18089.15,18046.35,18049.55,34017106.0
2023-05-02 09:15:00,NSE:NIFTY,18126.3,18170.65,18101.75,18161.65,59297877.0
2023-05-02 10:00:00,NSE:NIFTY,18161.95,18180.25,18143.1,18150.55,37104837.0
2023-05-02 10:45:00,NSE:NIFTY,18150.0,18163.4,18131.2,18152.05,22381544.0
2023-05-02 11:30:00,NSE:NIFTY,18152.0,18164.4,18144.55,18163.45,19911779.0
2023-05-02 12:15:00,NSE:NIFTY,18163.1,18170.85,18143.45,18169.55,21078394.0
2023-05-02 13:00:00,NSE:NIFTY,18169.6,18179.5,18155.2,18165.4,21524309.0
2023-05-02 13:45:00,NSE:NIFTY,18163.5,18174.7,18155.9,18168.15,21253972.0
2023-05-02 14:30:00,NSE:NIFTY,18168.1,18176.25,18135.6,18142.95,39780703.0
2023-05-02 15:15:00,NSE:NIFTY,18142.3,18147.55,18130.55,18136.05,22810325.0
2023-05-03 09:15:00,NSE:NIFTY,18092.55,18098.4,18050.6,18089.65,58068174.0
2023-05-03 10:00:00,NSE:NIFTY,18089.5,18110.3,18080.0,18107.65,18501125.0
2023-05-03 10:45:00,NSE:NIFTY,18107.4,18116.35,18072.35,18083.45,22939918.0
2023-05-03 11:30:00,NSE:NIFTY,18083.8,18087.55,18063.4,18069.55,20218727.0
2023-05-03 12:15:00,NSE:NIFTY,18069.1,18092.05,18061.3,18083.4,19910778.0
2023-05-03 13:00:00,NSE:NIFTY,18082.7,18100.55,18070.8,18078.4,20080512.0
2023-05-03 13:45:00,NSE:NIFTY,18078.65,18082.8,18042.4,18075.45,20905914.0
2023-05-03 14:30:00,NSE:NIFTY,18074.85,18101.05,18070.15,18098.0,27526177.0
2023-05-03 15:15:00,NSE:NIFTY,18098.1,18102.6,18077.65,18082.7,17925360.0
2023-05-04 09:15:00,NSE:NIFTY,18097.3,18123.45,18066.7,18119.0,47081950.0
2023-05-04 10:00:00,NSE:NIFTY,18119.25,18147.15,18114.95,18144.85,26909143.0
2023-05-04 10:45:00,NSE:NIFTY,18145.25,18158.65,18136.9,18148.1,16883923.0
2023-05-04 11:30:00,NSE:NIFTY,18147.05,18168.05,18147.05,18153.9,19940272.0
2023-05-04 12:15:00,NSE:NIFTY,18153.1,18178.75,18151.45,18166.9,20468178.0
2023-05-04 13:00:00,NSE:NIFTY,18167.4,18192.5,18161.95,18187.1,20261121.0
2023-05-04 13:45:00,NSE:NIFTY,18187.6,18208.7,18172.55,18198.6,26264229.0
2023-05-04 14:30:00,NSE:NIFTY,18199.0,18267.45,18198.95,18263.15,31033640.0
2023-05-04 15:15:00,NSE:NIFTY,18262.75,18264.2,18236.85,18238.6,17735582.0
2023-05-05 09:15:00,NSE:NIFTY,18140.4,18190.45,18104.9,18186.15,53411884.0
2023-05-05 10:00:00,NSE:NIFTY,18186.8,18215.15,18186.25,18212.5,26455560.0
2023-05-05 10:45:00,NSE:NIFTY,18212.9,18216.95,18113.2,18132.9,26596943.0
2023-05-05 11:30:00,NSE:NIFTY,18132.1,18148.25,18085.35,18137.1,23116402.0
2023-05-05 12:15:00,NSE:NIFTY,18136.6,18168.4,18126.95,18160.4,18804177.0
2023-05-05 13:00:00,NSE:NIFTY,18161.65,18162.4,18126.35,18139.95,16575325.0
2023-05-05 13:45:00,NSE:NIFTY,18140.45,18146.6,18102.95,18115.5,23183812.0
2023-05-05 14:30:00,NSE:NIFTY,18114.85,18124.25,18061.05,18071.95,33913778.0
2023-05-05 15:15:00,NSE:NIFTY,18071.0,18079.25,18055.45,18069.95,17585565.0
2023-05-08 09:15:00,NSE:NIFTY,18126.05,18218.35,18100.3,18211.7,39862151.0
2023-05-08 10:00:00,NSE:NIFTY,18210.9,18244.9,18190.55,18244.5,26267873.0
2023-05-08 10:45:00,NSE:NIFTY,18244.65,18252.25,18219.3,18234.35,17351649.0
2023-05-08 11:30:00,NSE:NIFTY,18234.6,18278.1,18231.1,18269.9,22139471.0
2023-05-08 12:15:00,NSE:NIFTY,18269.35,18277.3,18257.55,18265.15,20290606.0
2023-05-08 13:00:00,NSE:NIFTY,18265.05,18283.25,18258.05,18269.25,23892753.0
2023-05-08 13:45:00,NSE:NIFTY,18270.45,18286.95,18258.5,18271.65,24301132.0
2023-05-08 14:30:00,NSE:NIFTY,18271.25,18278.4,18246.85,18266.1,35628006.0
2023-05-08 15:15:00,NSE:NIFTY,18265.1,18283.7,18257.3,18269.75,18607823.0
2023-05-09 09:15:00,NSE:NIFTY,18316.55,18330.4,18276.9,18321.0,51431141.0
2023-05-09 10:00:00,NSE:NIFTY,18320.95,18338.5,18318.55,18332.95,22853743.0
2023-05-09 10:45:00,NSE:NIFTY,18333.25,18344.2,18319.75,18326.9,20425563.0
2023-05-09 11:30:00,NSE:NIFTY,18326.8,18337.75,18315.85,18328.25,21644712.0
2023-05-09 12:15:00,NSE:NIFTY,18329.3,18332.2,18294.9,18304.75,24514264.0
2023-05-09 13:00:00,NSE:NIFTY,18304.6,18306.5,18274.15,18283.25,22911332.0
2023-05-09 13:45:00,NSE:NIFTY,18283.75,18287.55,18229.65,18270.35,27463163.0
2023-05-09 14:30:00,NSE:NIFTY,18270.25,18281.9,18249.25,18268.35,35282493.0
2023-05-09 15:15:00,NSE:NIFTY,18269.15,18269.45,18253.95,18258.3,18770585.0
2023-05-10 09:15:00,NSE:NIFTY,18314.1,18323.15,18225.55,18226.2,47769643.0
2023-05-10 10:00:00,NSE:NIFTY,18225.35,18272.8,18211.95,18245.0,26368089.0
2023-05-10 10:45:00,NSE:NIFTY,18245.85,18266.6,18237.95,18264.15,19121851.0
2023-05-10 11:30:00,NSE:NIFTY,18263.0,18290.25,18259.05,18276.1,21059828.0
2023-05-10 12:15:00,NSE:NIFTY,18275.7,18297.25,18272.8,18288.95,18974606.0
2023-05-10 13:00:00,NSE:NIFTY,18287.8,18298.95,18244.3,18267.15,19775317.0
2023-05-10 13:45:00,NSE:NIFTY,18266.9,18305.15,18253.2,18287.65,20475966.0
2023-05-10 14:30:00,NSE:NIFTY,18287.95,18325.0,18268.55,18319.4,29830366.0
2023-05-10 15:15:00,NSE:NIFTY,18319.65,18326.75,18307.75,18311.0,17028889.0
2023-05-11 09:15:00,NSE:NIFTY,18389.7,18389.7,18289.35,18306.4,49841539.0
2023-05-11 10:00:00,NSE:NIFTY,18307.05,18347.1,18305.55,18332.85,30421664.0
2023-05-11 10:45:00,NSE:NIFTY,18334.0,18350.3,18322.65,18333.3,24043506.0
2023-05-11 11:30:00,NSE:NIFTY,18332.9,18333.05,18298.05,18307.5,21141929.0
2023-05-11 12:15:00,NSE:NIFTY,18306.8,18329.3,18304.3,18315.55,18828419.0
2023-05-11 13:00:00,NSE:NIFTY,18315.1,18331.75,18309.65,18320.8,21948801.0
2023-05-11 13:45:00,NSE:NIFTY,18320.0,18343.25,18305.0,18322.75,23276184.0
2023-05-11 14:30:00,NSE:NIFTY,18322.05,18329.6,18270.4,18298.95,41756874.0
2023-05-11 15:15:00,NSE:NIFTY,18298.85,18312.8,18289.9,18304.5,17592539.0
2023-05-12 09:15:00,NSE:NIFTY,18277.3,18277.3,18194.55,18234.2,55679604.0
2023-05-12 10:00:00,NSE:NIFTY,18234.25,18272.9,18227.75,18270.4,21884670.0
2023-05-12 10:45:00,NSE:NIFTY,18270.6,18291.15,18263.15,18270.45,20576191.0
2023-05-12 11:30:00,NSE:NIFTY,18269.6,18285.05,18266.9,18277.8,19143008.0
2023-05-12 12:15:00,NSE:NIFTY,18277.5,18308.35,18276.3,18307.4,18141795.0
2023-05-12 13:00:00,NSE:NIFTY,18308.15,18322.1,18295.85,18317.0,21573066.0
2023-05-12 13:45:00,NSE:NIFTY,18317.5,18342.75,18311.15,18321.05,30161802.0
2023-05-12 14:30:00,NSE:NIFTY,18321.55,18338.45,18308.35,18315.9,35224834.0
2023-05-12 15:15:00,NSE:NIFTY,18315.85,18320.3,18308.7,18312.2,19235941.0
2023-05-15 09:15:00,NSE:NIFTY,18322.65,18375.25,18287.9,18371.75,55802057.0
2023-05-15 10:00:00,NSE:NIFTY,18371.5,18392.55,18371.5,18384.0,21775097.0
2023-05-15 10:45:00,NSE:NIFTY,18384.6,18414.9,18367.8,18413.3,21256875.0
2023-05-15 11:30:00,NSE:NIFTY,18413.7,18423.6,18409.15,18420.0,18361689.0
2023-05-15 12:15:00,NSE:NIFTY,18420.15,18437.0,18414.4,18433.75,18968830.0
2023-05-15 13:00:00,NSE:NIFTY,18432.9,18445.95,18426.0,18444.8,17078264.0
2023-05-15 13:45:00,NSE:NIFTY,18444.25,18458.9,18426.9,18430.95,18780982.0
2023-05-15 14:30:00,NSE:NIFTY,18431.1,18444.05,18389.0,18390.0,28609864.0
2023-05-15 15:15:00,NSE:NIFTY,18389.6,18397.7,18384.6,18384.6,15389869.0
2023-05-16 09:15:00,NSE:NIFTY,18413.75,18417.65,18360.1,18393.8,47410875.0
2023-05-16 10:00:00,NSE:NIFTY,18394.05,18411.5,18363.65,18383.5,22269410.0
2023-05-16 10:45:00,NSE:NIFTY,18383.55,18393.55,18358.3,18362.35,19893380.0
2023-05-16 11:30:00,NSE:NIFTY,18361.95,18367.55,18347.3,18357.9,19186487.0
2023-05-16 12:15:00,NSE:NIFTY,18358.35,18368.2,18346.1,18352.15,18432595.0
2023-05-16 13:00:00,NSE:NIFTY,18352.25,18371.9,18350.3,18357.75,18028183.0
2023-05-16 13:45:00,NSE:NIFTY,18357.6,18377.45,18327.65,18344.5,23537061.0
2023-05-16 14:30:00,NSE:NIFTY,18344.8,18353.6,18279.15,18283.2,33884857.0
